NtsbNo;EventDate;City;State;HighestInjuryLevel;FatalInjuryCount;SeriousInjuryCount;MinorInjuryCount;OnboardInjuryCount;OnGroundInjuryCount;Latitude;Longitude;Make;Model;AirCraftCategory;EngineType;AirCraftDamage;WeatherCondition;Operator;BroadPhaseofFlight;Year;Month;Quarter;YearMonth;TotalInjuries;OperationSegment
CEN24LA017;2023-10-17 14:50:00+00:00;Mitchell;Indiana;None;0,0;0,0;0,0;0,0;0,0;38,769667;-86,419167;BELL HELICOPTER TEXTRON CANADA;206L-4;HELI;TS;Substantial;VMC;Air Evac MS Inc;Enroute;2023;10;4;2023-10;0,0;Commercial Non-Scheduled
CEN24LA015;2023-10-17 14:30:00+00:00;Greeley;Colorado;None;0,0;0,0;0,0;0,0;0,0;40,424728;-104,63791;DEHAVILLAND;TIGER MOTH DH 82A;AIR;REC;Substantial;VMC;;Initial Climb;2023;10;4;2023-10;0,0;Personal
CEN24LA012;2023-10-15 09:00:00+00:00;Franksville;Wisconsin;None;0,0;0,0;0,0;0,0;0,0;42,811389;-88,094089;TVAP;4;AIR;REC;Substantial;VMC;;Enroute;2023;10;4;2023-10;0,0;Commercial Non-Scheduled
ERA24LA009;2023-10-14 11:00:00+00:00;Myakka City;Florida;Minor;0,0;0,0;1,0;1,0;0,0;27,347915;-82,161585;MONOCOUPE;90AL-115;AIR;REC;Substantial;VMC;;Takeoff;2023;10;4;2023-10;1,0;Personal
WPR24LA019;2023-10-14 08:10:00+00:00;Albuquerque;New Mexico;Serious;0,0;1,0;0,0;1,0;0,0;35,179931;-106,58996;CAMERON BALLOONS U S;A-315;BALL;;Substantial;VMC;;Landing;2023;10;4;2023-10;1,0;Business
WPR24LA026;2023-10-13 15:00:00+00:00;Fairfield;Utah;None;0,0;0,0;0,0;0,0;0,0;40,243268;-112,09205;ZLIN AVIATION SRO;SAVAGE;AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;0,0;Personal
WPR24LA017;2023-10-13 11:48:00+00:00;Eastsound;Washington;None;0,0;0,0;0,0;0,0;0,0;48,708337;-122,91059;PIPER AIRCRAFT;PA 46-350P;AIR;REC;Substantial;VMC;;Approach;2023;10;4;2023-10;0,0;Other / Unknown
CEN24LA016;2023-10-13 09:00:00+00:00;Denton;Texas;None;0,0;0,0;0,0;0,0;0,0;33,2012;-97,1966;PIPER;PA-28-180;AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;0,0;Instructional
WPR24LA016;2023-10-12 14:40:00+00:00;Provo;Utah;None;0,0;0,0;0,0;0,0;0,0;40,219167;-111,72336;MAULE;M-7-235C;AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;0,0;Personal
WPR24LA015;2023-10-12 10:00:00+00:00;Mesa;Arizona;None;0,0;0,0;0,0;0,0;0,0;33,308655;-111,64969;BOEING;A75N1(PT17);AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;0,0;Instructional
ERA24LA006;2023-10-10 22:30:00+00:00;Jonesboro;Georgia;Serious;0,0;2,0;0,0;2,0;0,0;33,474722;-84,373611;PIPER;PA28;AIR;REC;Substantial;VMC;;Enroute;2023;10;4;2023-10;2,0;Personal
CEN24LA009;2023-10-09 19:25:00+00:00;Crandall;Texas;Serious;0,0;2,0;0,0;2,0;0,0;32,64716;-96,46716;BALLONBAU WÖRNER GMBH;NL-STU/1000;BALL;;Substantial;VMC;Global Ballooning Sl d.o.o.;Landing;2023;10;4;2023-10;2,0;Other / Unknown
WPR24LA008;2023-10-09 11:55:00+00:00;Caldwell;Idaho;None;0,0;0,0;0,0;0,0;0,0;43,62;-116,72;ROBINSON;R22 BETA;HELI;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;0,0;Instructional
CEN24LA007;2023-10-09 11:14:00+00:00;Peyton;Colorado;Minor;0,0;0,0;1,0;1,0;0,0;38,948471;-104,57189;FAIRCHILD;24 G;AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;1,0;Personal
ERA24LA004;2023-10-08 16:45:00+00:00;Georgetown;Kentucky;None;0,0;0,0;0,0;0,0;0,0;38,234434;-84,434684;MICHAEL J WRIGHT;SA300;AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;0,0;Personal
CEN24LA008;2023-10-08 13:30:00+00:00;Warrenton;Missouri;None;0,0;0,0;0,0;0,0;0,0;38,781057;-91,163278;CUBCRAFTERS;CC11-160;AIR;REC;Substantial;VMC;;Takeoff;2023;10;4;2023-10;0,0;Personal
WPR24LA011;2023-10-08 08:15:00+00:00;Albuquerque;New Mexico;Serious;0,0;1,0;0,0;1,0;0,0;35,163563;-106,62832;CAMERON BALLOONS US;A-105;BALL;NONE;;VMC;;Landing;2023;10;4;2023-10;1,0;Personal
ERA24LA005;2023-10-07 20:30:00+00:00;Harrisonburg;Virginia;None;0,0;0,0;0,0;0,0;0,0;38,263833;-78,896444;AVIAT AIRCRAFT;A-1C-180;AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;0,0;Personal
ANC24LA001;2023-10-07 17:30:00+00:00;Beluga;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,496667;-151,90388;NATHAN A REHAK;CAW-12;AIR;REC;Substantial;Unknown;;Landing;2023;10;4;2023-10;0,0;Personal
CEN24LA025;2023-10-06 16:30:00+00:00;Riesel;Texas;None;0,0;0,0;0,0;0,0;0,0;31,429098;-96,982644;CESSNA;172R;AIR;REC;Substantial;VMC;Texas State Technical College;Maneuvering;2023;10;4;2023-10;0,0;Instructional
WPR24LA007;2023-10-05 11:00:00+00:00;South Lake Tahoe;California;None;0,0;0,0;0,0;0,0;0,0;38,896058;-119,99453;SCOTT AND LAURA HOISINGTON;CCX-2000;AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;0,0;Personal
ERA24LA013;2023-10-05 08:00:00+00:00;Chesterfield;Virginia;None;0,0;0,0;0,0;;0,0;37,407152;-77,525596;COSTRUZIONI AERONAUTICHE TECNA;P2010;AIR;REC;Substantial;Unknown;WING NUTS FLYING CLUB LLC;Landing;2023;10;4;2023-10;0,0;Other / Unknown
ERA24LA023;2023-10-03 18:00:00+00:00;Hawkinsville;Georgia;None;0,0;0,0;0,0;0,0;0,0;32,262008;-83,496535;CHAMPION;7FC;AIR;REC;Substantial;VMC;;Enroute;2023;10;4;2023-10;0,0;Personal
WPR24LA006;2023-10-03 07:05:00+00:00;Phoenix;Arizona;Serious;0,0;2,0;5,0;7,0;0,0;33,773384;-112,16635;ULTRAMAGIC SA;N-300;BALL;;;VMC;;Landing;2023;10;4;2023-10;7,0;Aerial Work
ERA24LA002;2023-10-02 19:15:00+00:00;Gallipolis;Ohio;None;0,0;0,0;0,0;0,0;0,0;38,834111;-82,16343;PIPER;PA-28-180;AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;0,0;Personal
CEN24LA005;2023-10-02 15:57:00+00:00;Cahokia Heights;Illinois;None;0,0;0,0;0,0;0,0;0,0;38,576285;-90,165069;HELICOPTERES GUIMBAL;CABRI G2;HELI;REC;Substantial;VMC;Ideal Aviation;Maneuvering;2023;10;4;2023-10;0,0;Instructional
CEN24LA001;2023-10-01 14:30:00+00:00;Waupaca;Wisconsin;Serious;0,0;2,0;0,0;2,0;0,0;44,333337;-89,031999;BEECH;23;AIR;REC;Substantial;VMC;;Landing;2023;10;4;2023-10;2,0;Personal
CEN24LA004;2023-10-01 12:30:00+00:00;Hochatown;Oklahoma;None;0,0;0,0;0,0;0,0;0,0;34,160278;-94,752222;ROBINSON;R44;HELI;REC;Substantial;VMC;Jacasky LLC;Emergency Descent;2023;10;4;2023-10;0,0;Personal
ERA23LA385;2023-09-30 16:05:00+00:00;Port Clinton;Ohio;Minor;0,0;0,0;1,0;1,0;0,0;41,508993;-83,023902;CESSNA;T206;AIR;REC;Substantial;VMC;;Initial Climb;2023;9;3;2023-09;1,0;Personal
ERA23LA383;2023-09-30 15:10:00+00:00;Towanda;Pennsylvania;None;0,0;0,0;0,0;0,0;0,0;41,774;-76,4557;CESSNA;182;AIR;REC;Substantial;VMC;;Initial Climb;2023;9;3;2023-09;0,0;Personal
ERA23LA386;2023-09-30 12:00:00+00:00;Greensboro;Georgia;None;0,0;0,0;0,0;0,0;0,0;33,59797;-83,13826;CESSNA;172;AIR;REC;Substantial;VMC;;Taxi;2023;9;3;2023-09;0,0;Instructional
ERA23LA387;2023-09-29 08:10:00+00:00;Liberty;South Carolina;None;0,0;0,0;0,0;0,0;0,0;34,813474;-82,698247;JOHN W MOLL;Vans RV-7;AIR;REC;Substantial;VMC;;Takeoff;2023;9;3;2023-09;0,0;Aerial Work
CEN23LA424;2023-09-28 18:30:00+00:00;Caddo Mills;Texas;Serious;0,0;1,0;1,0;2,0;0,0;33,036747;-96,239728;POWRACHUTE;PEGASUS;PPAR;REC;Substantial;VMC;;Takeoff;2023;9;3;2023-09;2,0;Personal
WPR23LA361;2023-09-28 16:07:00+00:00;Madera;California;Minor;0,0;0,0;1,0;1,0;0,0;36,941333;-119,9908;GLEIM JAMES M;MG-1;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;1,0;Personal
CEN23LA425;2023-09-28 11:30:00+00:00;Herington;Kansas;None;0,0;0,0;0,0;0,0;0,0;38,691478;-96,806933;AIR TRACTOR;AT-802;AIR;TP;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Instructional
DCA23LA465;2023-09-28 08:57:00+00:00;Lake Erie Beach;New York;Serious;0,0;1,0;0,0;1,0;0,0;42,616667;-79,083333;BOEING;787-8;AIR;TF;;VMC;AMERICAN AIRLINES INC;Enroute;2023;9;3;2023-09;1,0;Commercial Scheduled
CEN23LA426;2023-09-28 06:31:00+00:00;Boerne;Texas;Minor;0,0;0,0;1,0;1,0;0,0;29,725149;-98,694158;LUSCOMBE;8A;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;1,0;Personal
WPR23LA359;2023-09-27 15:30:00+00:00;San Diego;California;None;0,0;0,0;0,0;0,0;0,0;32,826222;-116,97244;STINSON;108-1;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
WPR23LA358;2023-09-27 14:10:00+00:00;Salt Lake City;Utah;None;0,0;0,0;0,0;0,0;0,0;40,79;-111,96;CIRRUS DESIGN;SR20;AIR;REC;Substantial;VMC;Elevate Aviation;Landing;2023;9;3;2023-09;0,0;Instructional
WPR23LA357;2023-09-27 11:15:00+00:00;Redding;California;None;0,0;0,0;0,0;0,0;0,0;40,508972;-122,29338;CESSNA;172R;AIR;REC;Substantial;VMC;IASCO FLIGHT TRAINING INC;Takeoff;2023;9;3;2023-09;0,0;Instructional
ERA23LA379;2023-09-26 15:51:00+00:00;Sanford;Florida;Minor;0,0;0,0;1,0;1,0;0,0;28,781715;-81,234602;DORR DAN W;SEQUOIA F.8L FALCO;AIR;REC;Substantial;VMC;;Takeoff;2023;9;3;2023-09;1,0;Personal
CEN23LA422;2023-09-26 14:09:00+00:00;Welsh;Louisiana;Minor;0,0;0,0;1,0;1,0;0,0;30,186547;-92,834208;QUICKSILVER;SPORT II;AIR;REC;Substantial;VMC;;Maneuvering;2023;9;3;2023-09;1,0;Personal
DCA23LA462;2023-09-25 04:00:00+00:00;Caribbean Sea;Atlantic Ocean;Serious;0,0;4,0;5,0;9,0;0,0;16,197641;-77,3898;AIRBUS;A320-232;AIR;TJ;;IMC;JETBLUE AIRWAYS CORP;Enroute;2023;9;3;2023-09;9,0;Commercial Scheduled
ANC23LA087;2023-09-24 15:00:00+00:00;Beluga;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,23;-152,29;BELLANCA;7GCBC;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
ANC23LA086;2023-09-24 09:30:00+00:00;Trimble River Valley;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,77516;-152,15263;CESSNA;182K;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
CEN23LA418;2023-09-23 19:14:00+00:00;Gonzales;Texas;Minor;0,0;0,0;1,0;1,0;0,0;29,525311;-97,457816;BEECH;C23;AIR;REC;Substantial;VMC;;Approach;2023;9;3;2023-09;1,0;Personal
CEN23LA417;2023-09-23 10:45:00+00:00;Chesterfield;Missouri;None;0,0;0,0;0,0;0,0;0,0;38,66516;-90,659437;PIPER;PA-28RT-201;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
WPR23LA356;2023-09-22 16:00:00+00:00;Eatonville;Washington;None;0,0;0,0;0,0;0,0;0,0;46,871667;-122,25722;PIPER;PA-12;AIR;REC;Substantial;VMC;;Takeoff;2023;9;3;2023-09;0,0;Personal
CEN23LA421;2023-09-22 07:30:00+00:00;Midland;Texas;None;0,0;0,0;0,0;0,0;0,0;32,036389;-102,10138;CESSNA;172S;AIR;REC;Substantial;VMC;FLORIS FLIGHT SERVICES LLC;Landing;2023;9;3;2023-09;0,0;Commercial Non-Scheduled
ERA23LA377;2023-09-21 18:50:00+00:00;Bucyrus;Ohio;Serious;0,0;1,0;0,0;1,0;0,0;40,870927;-82,902091;AVIAN BALLOON;SKYHAWK;BALL;UNK;Minor;VMC;;Landing;2023;9;3;2023-09;1,0;Personal
WPR23LA353;2023-09-21 14:00:00+00:00;Monument Valley;Utah;None;0,0;0,0;0,0;0,0;0,0;37,016667;-110,20068;CESSNA;180K;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
CEN23LA416;2023-09-21 09:55:00+00:00;Montrose;Colorado;None;0,0;0,0;0,0;0,0;0,0;38,501476;-107,89478;CESSNA;150L;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
ENG23LA045;2023-09-21 08:00:00+00:00;Linden;New Jersey;None;0,0;0,0;0,0;;0,0;40,616379;-74,242562;BELL;407;HELI;;;Unknown;Helicopter Flight Services Inc.;Unknown;2023;9;3;2023-09;0,0;Other / Unknown
ANC23LA084;2023-09-20 12:00:00+00:00;Bethel;Alaska;None;0,0;0,0;0,0;0,0;0,0;60,15;-160,08;PIPER;PA-18-150;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
ERA23LA381;2023-09-19 13:15:00+00:00;Erwinna;Pennsylvania;None;0,0;0,0;0,0;0,0;0,0;40,48427;-75,099616;BOEING;B75;AIR;REC;Substantial;VMC;;Takeoff;2023;9;3;2023-09;0,0;Personal
ERA23LA375;2023-09-18 09:15:00+00:00;Winston-Salem;North Carolina;None;0,0;0,0;0,0;0,0;0,0;36,138127;-80,22637;CESSNA;172;AIR;REC;Substantial;VMC;PIEDMONT FLIGHT INC;Landing;2023;9;3;2023-09;0,0;Instructional
CEN23LA420;2023-09-17 13:00:00+00:00;South Saint Paul;Minnesota;None;0,0;0,0;0,0;0,0;0,0;44,858627;-93,034811;CESSNA;150K;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
ERA23LA373;2023-09-17 11:20:00+00:00;Hudson;Massachusetts;None;0,0;0,0;0,0;0,0;0,0;42,389893;-71,51776;LIORE ET OLIVER;Nieuport 28;AIR;REC;Substantial;VMC;;Approach;2023;9;3;2023-09;0,0;Personal
ANC23LA082;2023-09-16 17:35:00+00:00;Fairbanks;Alaska;None;0,0;0,0;0,0;0,0;0,0;67,4381;-147,7772;HELIO;H-295;AIR;REC;Substantial;VMC;WRIGHT AIR SERVICE INC;Initial Climb;2023;9;3;2023-09;0,0;Commercial Non-Scheduled
ANC23LA078;2023-09-16 16:00:00+00:00;NENANA;Alaska;None;0,0;0,0;0,0;0,0;0,0;64,650753;-149,83691;RHODES STEVEN D;SR3500;AIR;REC;Substantial;VMC;;Enroute;2023;9;3;2023-09;0,0;Personal
WPR23LA346;2023-09-16 14:50:00+00:00;Apple;Idaho;Minor;0,0;0,0;1,0;1,0;0,0;47,91807;-116,63943;AERONCA;11AC;AIR;REC;Substantial;VMC;;Enroute;2023;9;3;2023-09;1,0;Personal
ANC23LA085;2023-09-16 10:10:00+00:00;Johnson River;Alaska;Serious;0,0;1,0;0,0;0,0;1,0;60,15;-152,9;EUROCOPTER;AS 350 B3;HELI;TS;;VMC;Soloy Helicopters LLC;Maneuvering;2023;9;3;2023-09;2,0;Commercial Non-Scheduled
ANC23LA083;2023-09-15 18:30:00+00:00;McGrath;Alaska;None;0,0;0,0;0,0;0,0;0,0;62,946312;-155,52845;PIPER;PA-18-150;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
CEN23LA411;2023-09-14 19:29:00+00:00;LIberty;Missouri;Serious;0,0;1,0;0,0;1,0;0,0;39,215762;-94,331614;RANS;S6;AIR;REC;Destroyed;VMC;;Approach;2023;9;3;2023-09;1,0;Personal
ERA23LA371;2023-09-14 16:10:00+00:00;Cross Keys;New Jersey;Serious;0,0;1,0;0,0;1,0;0,0;39,705476;-75,033003;CESSNA;150G;AIR;REC;Substantial;VMC;HIGH EXPOSURE INC;Initial Climb;2023;9;3;2023-09;1,0;Other / Unknown
ERA23LA374;2023-09-14 15:05:00+00:00;Cortland;New York;None;0,0;0,0;0,0;0,0;0,0;42,592642;-76,214883;CESSNA;305;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
ERA23LA372;2023-09-14 13:00:00+00:00;Prospect;Tennessee;Minor;0,0;0,0;2,0;2,0;0,0;35,00617;-87,00257;CESSNA;182P;AIR;REC;Substantial;VMC;;Enroute;2023;9;3;2023-09;2,0;Personal
CEN23LA430;2023-09-13 16:46:00+00:00;West Bend;Wisconsin;None;0,0;0,0;0,0;0,0;0,0;43,422167;-88,127917;CESSNA;172S;AIR;;Substantial;VMC;Pilotsmith;Landing;2023;9;3;2023-09;0,0;Instructional
ANC23LA077;2023-09-12 18:30:00+00:00;Palmer;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,6445;-148,68584;TAYLORCRAFT;BC12-D;AIR;REC;Substantial;Unknown;;Maneuvering;2023;9;3;2023-09;0,0;Personal
ANC23LA075;2023-09-12 14:15:00+00:00;Healy;Alaska;None;0,0;0,0;0,0;0,0;0,0;64,16;-148,3;CESSNA;185;AIR;REC;Substantial;VMC;Fly Denali INC;Landing;2023;9;3;2023-09;0,0;Personal
CEN23LA414;2023-09-10 19:50:00+00:00;Fortuna;Missouri;Minor;0,0;0,0;1,0;1,0;0,0;38,570217;-92,792642;BUCKEYE;DREAM MACHINE;PPAR;;Substantial;VMC;;Maneuvering;2023;9;3;2023-09;1,0;Personal
CEN23LA415;2023-09-10 19:50:00+00:00;Moberly;Missouri;None;0,0;0,0;0,0;0,0;0,0;39,418369;-92,438237;PIPER;PA-32-300;AIR;REC;Substantial;VMC;;Approach;2023;9;3;2023-09;0,0;Commercial Non-Scheduled
ANC23LA081;2023-09-10 17:30:00+00:00;Juneau;Alaska;Serious;0,0;1,0;0,0;1,0;0,0;58,59667;-135,5156;PIPER/GERBI CHARLES R;PA 18-150;AIR;REC;Substantial;VMC;;Maneuvering;2023;9;3;2023-09;1,0;Personal
ANC23LA073;2023-09-10 13:45:00+00:00;Beluga;Alaska;None;0,0;0,0;0,0;0,0;0,0;61,276111;-151,78305;CESSNA;A185F;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
WPR23LA339;2023-09-08 20:28:00+00:00;Silverton;Washington;None;0,0;0,0;0,0;0,0;0,0;48,03041;-121,53615;EUROCOPTER FRANCE;AS350B2;HELI;TS;Substantial;VMC;;Maneuvering;2023;9;3;2023-09;0,0;Personal
CEN23LA406;2023-09-08 18:41:00+00:00;Elk Grove Village;Illinois;Serious;0,0;1,0;0,0;1,0;0,0;42,038956;-88,006186;BEECH;B200;AIR;TP;Substantial;VMC;Onyx Flight, Inc;Approach;2023;9;3;2023-09;1,0;Commercial Non-Scheduled
CEN23LA408;2023-09-07 15:00:00+00:00;Berryville;Arkansas;None;0,0;0,0;0,0;0,0;0,0;36,381342;-93,62454;FLIGHT DESIGN GMBH;CTSW;AIR;REC;Substantial;VMC;;Approach;2023;9;3;2023-09;0,0;Personal
CEN23LA404;2023-09-07 12:00:00+00:00;Arcola;Texas;None;0,0;0,0;0,0;0,0;0,0;29,506268;-95,475832;MCDONNELL DOUGLAS HELICOPTER;369E;HELI;TS;Substantial;VMC;CITY OF HOUSTON POLICE DEPARTMENT;Emergency Descent;2023;9;3;2023-09;0,0;Aerial Work
WPR23LA355;2023-09-07 10:47:00+00:00;Woodland;California;None;0,0;0,0;0,0;0,0;0,0;38,673876;-121,87207;AMERICAN CHAMPION;7GCBC;AIR;REC;Substantial;VMC;TOM EATON CONSULTING LLC;Landing;2023;9;3;2023-09;0,0;Personal
DCA23LA445;2023-09-07 02:32:00+00:00;Hebron;Kentucky;Serious;0,0;1,0;0,0;1,0;0,0;38,7509;-85,2676;BOEING;737-9;AIR;TF;;VMC;UNITED AIRLINES INC;Enroute;2023;9;3;2023-09;1,0;Commercial Scheduled
ERA23LA364;2023-09-06 23:00:00+00:00;Norwood;Massachusetts;None;0,0;0,0;0,0;0,0;0,0;42,18348;-71,171337;PIPER;PA24;AIR;REC;Substantial;VMC;;Approach;2023;9;3;2023-09;0,0;Personal
ERA23LA388;2023-09-06 14:37:00+00:00;Fort Pierce;Florida;None;0,0;0,0;0,0;0,0;0,0;27,47899;-80,53301;REMOS;GX;AIR;REC;Substantial;VMC;;Enroute;2023;9;3;2023-09;0,0;Personal
WPR23LA342;2023-09-05 21:05:00+00:00;Santa Rosa;California;None;0,0;0,0;0,0;0,0;0,0;38,510517;-122,8098;CESSNA;T210H;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Commercial Non-Scheduled
ERA23LA365;2023-09-05 19:42:00+00:00;Umatilla;Florida;Minor;0,0;0,0;1,0;1,0;0,0;28,931769;-81,651624;SHEEHAN KEVIN A;VANS RV-8;AIR;REC;Substantial;VMC;;Initial Climb;2023;9;3;2023-09;1,0;Personal
ANC23LA071;2023-09-04 16:10:00+00:00;King Salmon;Alaska;Minor;0,0;0,0;1,0;1,0;0,0;58,945431;-155,56252;BELL HELICOPTER TEXTRON CANADA, DEHAVILLAND;206L-4, DHC-2;HELI, AIR;TS, REC;Substantial, Minor;VMC;Maritime Helicopters, ALASKAS ENCHANTED LAKE LODGE INC;Enroute;2023;9;3;2023-09;1,0;Commercial Non-Scheduled
ERA23LA363;2023-09-04 10:31:00+00:00;Frankfort;Kentucky;None;0,0;0,0;0,0;0,0;0,0;38,184158;-84,899539;BEECH;A36;AIR;REC;Substantial;VMC;;Enroute;2023;9;3;2023-09;0,0;Personal
WPR23LA335;2023-09-04 10:30:00+00:00;Marble Canyon;Arizona;None;0,0;0,0;0,0;0,0;0,0;36,810806;-111,64444;CESSNA;150M;AIR;REC;Substantial;VMC;;Takeoff;2023;9;3;2023-09;0,0;Personal
CEN23LA397;2023-09-03 19:45:00+00:00;Falcon;Colorado;Serious;0,0;1,0;1,0;2,0;0,0;38,936804;-104,56666;TITANIUM AUTO GYRO;Titanium Explorer;GYRO;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;2,0;Personal
CEN23LA398;2023-09-03 19:00:00+00:00;Crystal;Minnesota;Minor;0,0;0,0;1,0;1,0;0,0;45,064506;-93,352806;VAN'S;RV-12;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;1,0;Personal
CEN23LA400;2023-09-03 16:45:00+00:00;Eden Prairie;Minnesota;None;0,0;0,0;0,0;0,0;0,0;44,828102;-93,45626;CESSNA;172N;AIR;REC;Substantial;VMC;Inflight Pilot Training;Landing;2023;9;3;2023-09;0,0;Commercial Non-Scheduled
ERA23LA389;2023-09-03 12:50:00+00:00;Baltimore;Maryland;None;0,0;0,0;0,0;0,0;0,0;39,325661;-76,413756;BELLANCA;17-30A;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
ERA23LA391;2023-09-03 09:30:00+00:00;Anderson;South Carolina;Minor;0,0;0,0;1,0;1,0;0,0;34,51806;-82,67222;BALLOON WORKS;FIREFLY 7;BALL;;Substantial;VMC;;Landing;2023;9;3;2023-09;1,0;Personal
ANC23LA069;2023-09-02 20:10:00+00:00;Cordova;Alaska;None;0,0;0,0;0,0;0,0;0,0;60,494294;-145,48603;BELLANCA;8GCBC;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
CEN23LA396;2023-09-02 19:15:00+00:00;Neola;Iowa;None;0,0;0,0;0,0;0,0;0,0;41,448021;-95,631784;CESSNA;172G;AIR;REC;Substantial;VMC;;Enroute;2023;9;3;2023-09;0,0;Personal
ERA23LA361;2023-09-02 11:00:00+00:00;Rutledge;Tennessee;None;0,0;0,0;0,0;0,0;0,0;36,304388;-83,4433;BEECH;V35;AIR;REC;Substantial;VMC;;Enroute;2023;9;3;2023-09;0,0;Personal
CEN23LA394;2023-09-02 05:54:00+00:00;Englewood;Colorado;Minor;0,0;0,0;2,0;2,0;0,0;39,539747;-104,85135;TEXTRON AVIATION;172S;AIR;REC;Substantial;VMC;ATP USA;Initial Climb;2023;9;3;2023-09;2,0;Instructional
ERA23LA362;2023-09-01 20:38:00+00:00;Cincinnati;Ohio;Minor;0,0;0,0;1,0;1,0;0,0;39,036765;-84,333688;PIPER;PA32;AIR;REC;Substantial;VMC;;Enroute;2023;9;3;2023-09;1,0;Personal
CEN23LA393;2023-09-01 13:50:00+00:00;Plover;Wisconsin;None;0,0;0,0;0,0;0,0;0,0;44,491106;-89,50839;CESSNA;R172K;AIR;REC;Substantial;VMC;;Maneuvering;2023;9;3;2023-09;0,0;Personal
WPR23LA332;2023-09-01 13:00:00+00:00;Coolidge;Arizona;None;0,0;0,0;0,0;0,0;0,0;32,936024;-111,42647;PIPER;PA-34-200T;AIR;REC;Substantial;VMC;;Landing;2023;9;3;2023-09;0,0;Personal
WPR23LA333;2023-08-31 19:15:00+00:00;Three Rocks;California;None;0,0;0,0;0,0;0,0;0,0;36,44355;-120,31049;AYRES CORPORATION;S2R-T34;AIR;TP;Substantial;VMC;;Takeoff;2023;8;3;2023-08;0,0;Aerial Work
CEN23LA392;2023-08-31 16:13:00+00:00;Midlothian;Texas;None;0,0;0,0;0,0;0,0;0,0;32,458293;-96,912526;BELLANCA;7ECA;AIR;;Substantial;VMC;;Landing;2023;8;3;2023-08;0,0;Personal
WPR23LA331;2023-08-31 11:00:00+00:00;Ennis;Montana;None;0,0;0,0;0,0;0,0;0,0;45,275725;-111,64891;BEECH;N35;AIR;REC;Substantial;VMC;REGISTRATION PENDING;Landing;2023;8;3;2023-08;0,0;Personal
CEN23LA389;2023-08-31 08:05:00+00:00;Liberty Hill;Texas;None;0,0;0,0;0,0;0,0;0,0;30,66232;-97,93462;MCDONNELL DOUGLAS HELI;530FF;HELI;TS;Substantial;VMC;;Emergency Descent;2023;8;3;2023-08;0,0;Instructional
CEN23LA428;2023-08-30 18:30:00+00:00;Maurice;Iowa;None;0,0;0,0;0,0;0,0;0,0;42,965597;-96,235947;BELLANCA;17-31A;AIR;REC;Substantial;VMC;;Landing;2023;8;3;2023-08;0,0;Personal
ANC23LA068;2023-08-30 14:00:00+00:00;McCarthy;Alaska;Minor;0,0;0,0;1,0;1,0;0,0;61,456661;-142,47074;PIPER;PA-18-150;AIR;REC;Substantial;VMC;;Landing;2023;8;3;2023-08;1,0;Personal
CEN23LA387;2023-08-30 08:15:00+00:00;Henderson;Kentucky;None;0,0;0,0;0,0;0,0;0,0;37,807778;-87,677778;BEECH;200;AIR;TP;Substantial;VMC;BEL-Air. LLC;Takeoff;2023;8;3;2023-08;0,0;Commercial Non-Scheduled
